,Borough,Latitude,Longitude,Venue,Venue Latitude,Venue Longitude,Venue category,Venue Category
529,Greenwich,51.4892,0.0648,Poundland,51.491371,0.066101,Discount Store,shops
530,Greenwich,51.4892,0.0648,Wilko,51.4890543,0.0688482,Furniture / Home Store,shops
531,Greenwich,51.4892,0.0648,Beresford Square,51.491050125368744,0.06932973861694336,Plaza,parks_outdoors
532,Greenwich,51.4892,0.0648,Subway,51.488846,0.06683629,Sandwich Place,food
533,Greenwich,51.4892,0.0648,The Coffee Lounge,51.490412918637475,0.068272836288088,Coffee Shop,food
534,Greenwich,51.4892,0.0648,McDonald's,51.491417,0.067194,Fast Food Restaurant,food
535,Greenwich,51.4892,0.0648,General Gordon Square,51.489961244823455,0.06767749786376953,Plaza,parks_outdoors
536,Greenwich,51.4892,0.0648,Domino's Pizza,51.489025,0.066654906,Pizza Place,food
537,Greenwich,51.4892,0.0648,New Look,51.4915549,0.0656699,Clothing Store,shops
538,Greenwich,51.4892,0.0648,KFC,51.490433,0.06627068,Fast Food Restaurant,food
539,Greenwich,51.4892,0.0648,The Great Harry (Wetherspoon),51.489994,0.066902675,Pub,nightlife
540,Greenwich,51.4892,0.0648,Wimpy,51.4903387,0.0669171,Burger Joint,food
541,Greenwich,51.4892,0.0648,Lidl,51.49257985839733,0.06600379943847656,Supermarket,shops
542,Greenwich,51.4892,0.0648,Woolwich Market,51.49101,0.06901961,Flea Market,shops
543,Greenwich,51.4892,0.0648,Boots,51.492474,0.06425131,Pharmacy,shops
544,Greenwich,51.4892,0.0648,Costa Coffee,51.49037587398724,0.06929757755080485,Coffee Shop,food
545,Greenwich,51.4892,0.0648,Greggs,51.490936,0.0683219,Bakery,food
546,Greenwich,51.4892,0.0648,Iceland,51.491882,0.06532118,Grocery Store,shops
547,Greenwich,51.4892,0.0648,Premier Inn London Woolwich (Royal Arsenal) hotel,51.4928919,0.0673409,Hotel,travel
548,Greenwich,51.4892,0.0648,Subway,51.49213,0.064456835,Sandwich Place,food
549,Greenwich,51.4892,0.0648,Sainsbury's,51.490938015666536,0.0642294611043439,Supermarket,shops
550,Greenwich,51.4892,0.0648,Koffees & Kream,51.491029463632245,0.06476397714887205,Coffee Shop,food
551,Greenwich,51.4892,0.0648,WHSmith,51.4916588491645,0.06611377546312269,Bookstore,shops
552,Greenwich,51.4892,0.0648,Nando's,51.491333592659934,0.06680203359763878,Portuguese Restaurant,food
553,Greenwich,51.4892,0.0648,Primark,51.49272514696561,0.06420135498046875,Clothing Store,shops
554,Greenwich,51.4892,0.0648,The Guardhouse,51.49196,0.069185905,Pub,nightlife
555,Greenwich,51.4892,0.0648,Tai Tip Mein Noodle Bar,51.490673,0.06973375,Thai Restaurant,food
556,Greenwich,51.4892,0.0648,Tesco Extra,51.4885166,0.0655154,Supermarket,shops
557,Greenwich,51.4892,0.0648,Travelodge,51.492353704383184,0.06328024635279163,Hotel,travel
558,Greenwich,51.4892,0.0648,Argos,51.49222308630168,0.06397597327324271,Warehouse Store,shops
559,Greenwich,51.4892,0.0648,Beefeater,51.492752,0.067418,Steakhouse,food
560,Hackney,51.545,-0.0553,Hackney Picturehouse,51.54484122159994,-0.05539879045892534,Movie Theater,arts_entertainment
561,Hackney,51.545,-0.0553,Bánh Mì Hội-An Vietnamese Street Food in London,51.546685942912745,-0.055679009600393486,Sandwich Place,food
562,Hackney,51.545,-0.0553,Every Cloud,51.546098065492714,-0.054405460543971676,Cocktail Bar,nightlife
563,Hackney,51.545,-0.0553,Hackney Empire,51.54558448744115,-0.055239166499309704,Theater,arts_entertainment
564,Hackney,51.545,-0.0553,MOTH Club,51.54584348850346,-0.05455759670977575,Pub,nightlife
565,Hackney,51.545,-0.0553,The Cock Tavern,51.54635603104796,-0.05520785153655413,Pub,nightlife
566,Hackney,51.545,-0.0553,LARDO,51.54345199309569,-0.05720672026998346,Italian Restaurant,food
567,Hackney,51.545,-0.0553,Tempesta Coffee,51.543392,-0.05696509,Coffee Shop,food
568,Hackney,51.545,-0.0553,Pophams Bakery,51.543516,-0.057645,Bakery,food
569,Hackney,51.545,-0.0553,St. John at Hackney Churchyard Gardens,51.54537426041911,-0.054759979248046875,Park,parks_outdoors
570,Hackney,51.545,-0.0553,The Old Ship,51.5458437,-0.0553899,Pub,nightlife
571,Hackney,51.545,-0.0553,The Experiment,51.5473485223028,-0.0520976897759266,Brewery,food
572,Hackney,51.545,-0.0553,Paper Dress Vintage,51.547195736188215,-0.05468487739562988,Thrift / Vintage Store,shops
573,Hackney,51.545,-0.0553,Brew for Two,51.5469929696552,-0.05132865720742834,Coffee Shop,food
574,Hackney,51.545,-0.0553,Hackney Church Brew Co.,51.54736798808192,-0.05239261424559176,Brewery,food
575,Hackney,51.545,-0.0553,Fieldworks Gym,51.54284,-0.05797,Gym / Fitness Center,building
576,Hackney,51.545,-0.0553,Pidgin,51.54561953777611,-0.06113843220049271,Modern European Restaurant,food
577,Hackney,51.545,-0.0553,Silver Lining,51.546154,-0.054522604,Restaurant,food
578,Hackney,51.545,-0.0553,Oslo,51.54725698817723,-0.055470318199411096,Scandinavian Restaurant,food
579,Hackney,51.545,-0.0553,E5 Bakehouse,51.54122413221724,-0.0574957616003129,Bakery,food
580,Hackney,51.545,-0.0553,Mess Cafe,51.54803452874419,-0.05691982991811408,Café,food
581,Hackney,51.545,-0.0553,Patty & Bun,51.54342563615652,-0.057306736646538806,Burger Joint,food
582,Hackney,51.545,-0.0553,The Chesham Arms,51.547727422661126,-0.050131301070265234,Pub,nightlife
583,Hackney,51.545,-0.0553,KIP Hotel,51.54730441740626,-0.056106815347146316,Hotel,travel
584,Hackney,51.545,-0.0553,Pub on the Park,51.54197424574372,-0.058279831501447554,Pub,nightlife
585,Hackney,51.545,-0.0553,Camarelli - Brazilian Butchers (Brazilian Centre),51.54198530500545,-0.05523218714818009,Butcher,shops
586,Hackney,51.545,-0.0553,Tonkotsu Mare Street,51.54869677059156,-0.05500378244070157,Ramen Restaurant,food
587,Hackney,51.545,-0.0553,Behind This Wall,51.54927035745767,-0.05506148267874071,Cocktail Bar,nightlife
588,Hackney,51.545,-0.0553,Coffee8,51.54757339295153,-0.0546631701331123,Coffee Shop,food
589,Hackney,51.545,-0.0553,Borough Wines,51.545677,-0.061502,Wine Shop,shops
590,Hackney,51.545,-0.0553,We Are Vegan Everything,51.548943,-0.054676495,Vegetarian / Vegan Restaurant,food
591,Hackney,51.545,-0.0553,St John at Hackney Church,51.549325539763196,-0.05344806785088755,Church,building
592,Hackney,51.545,-0.0553,Tre Viet,51.54244622613484,-0.05525562929034324,Vietnamese Restaurant,food
593,Hackney,51.545,-0.0553,Palm Vaults,51.549244606873174,-0.05502124640217391,Café,food
594,Hackney,51.545,-0.0553,Peg,51.546972,-0.049457,Wine Bar,food
595,Hackney,51.545,-0.0553,Nike Hackney,51.5471942,-0.0509326,Sporting Goods Shop,shops
596,Hackney,51.545,-0.0553,Footnote,51.54557615034228,-0.06196639683512535,Café,food
597,Hackney,51.545,-0.0553,London Star Night,51.541344,-0.055312,Grocery Store,shops
598,Hackney,51.545,-0.0553,Finch Cafe,51.5411286,-0.05761160000000001,Middle Eastern Restaurant,food
599,Hackney,51.545,-0.0553,Marks & Spencer,51.54754511614256,-0.05525714574446257,Department Store,shops
600,Hackney,51.545,-0.0553,TK Maxx,51.547505448863895,-0.05589882613411332,Clothing Store,shops
601,Hackney,51.545,-0.0553,Pizza Hut,51.546585,-0.055426,Pizza Place,food
602,Hackney,51.545,-0.0553,Iceland,51.54692390034617,-0.05520557744371227,Grocery Store,shops
603,Hackney,51.545,-0.0553,Hackney Fresh,51.546854383190926,-0.055044880208814685,Organic Grocery,shops
604,Hackney,51.545,-0.0553,Greggs,51.548626412593144,-0.05519108009139018,Bakery,food
605,Hackney,51.545,-0.0553,Primark,51.54794715709762,-0.05521997809410095,Clothing Store,shops
606,Hackney,51.545,-0.0553,Hackney Central London Overground Station,51.54706841313448,-0.05705164314071606,Train Station,travel
607,Hackney,51.545,-0.0553,Hackney Bohemia,51.547204891025395,-0.05485877977622568,Cocktail Bar,nightlife
608,Hackney,51.545,-0.0553,Boots,51.548813647030926,-0.05507979987855845,Pharmacy,shops
609,Hackney,51.545,-0.0553,Costa Coffee,51.5475416471394,-0.0560334281992146,Coffee Shop,food
610,Hackney,51.545,-0.0553,Travelodge,51.54750071630048,-0.05607386825943195,Hotel,travel
611,Hackney,51.545,-0.0553,Cirrik,51.54736779185814,-0.055647461560752454,Turkish Restaurant,food
612,Hackney,51.545,-0.0553,JD Sports,51.54679708609462,-0.055403709411621094,Sporting Goods Shop,shops
613,Hackney,51.545,-0.0553,19 Numara Bos Cirrik,51.547370168832,-0.05572000246358438,Middle Eastern Restaurant,food
614,Hackney,51.545,-0.0553,Night Tales,51.54731341821637,-0.052903121831340064,Nightclub,nightlife
615,Hackney,51.545,-0.0553,Argun Printers & Stationers,51.54717238439618,-0.0548243522644043,Paper / Office Supplies Store,shops
616,Hackney,51.545,-0.0553,Bulk Market,51.54721908796824,-0.0539901852607727,Market,shops
617,Hackney,51.545,-0.0553,Paper Dress Yoga,51.547428,-0.054515,Yoga Studio,shops
618,Hackney,51.545,-0.0553,Momosan Shop,51.54562140573367,-0.060917674554248694,Gift Shop,shops
619,Hammersmith and Fulham,51.4927,-0.2339,eat TOKYO,51.492641218527254,-0.23278794833258604,Japanese Restaurant,food
620,Hammersmith and Fulham,51.4927,-0.2339,Mahdi Restaurant,51.49291727471048,-0.23509582621175504,Persian Restaurant,food
621,Hammersmith and Fulham,51.4927,-0.2339,Yoshi Sushi,51.493263967733036,-0.23599809315554035,Japanese Restaurant,food
622,Hammersmith and Fulham,51.4927,-0.2339,The Dove,51.490504705719594,-0.23485019262500373,Pub,nightlife
623,Hammersmith and Fulham,51.4927,-0.2339,Patisserie Sainte-Anne,51.49298866462961,-0.2358112750451864,French Restaurant,food
624,Hammersmith and Fulham,51.4927,-0.2339,Poppy's,51.494477220745495,-0.2319420753736231,Thai Restaurant,food
625,Hammersmith and Fulham,51.4927,-0.2339,Indian Zing,51.49323197544215,-0.23711728687609987,Indian Restaurant,food
626,Hammersmith and Fulham,51.4927,-0.2339,Furnival Gardens,51.49051288008032,-0.23321607903344344,Park,parks_outdoors
627,Hammersmith and Fulham,51.4927,-0.2339,Toro Gordo,51.49259418687095,-0.2301166660199997,Tapas Restaurant,food
628,Hammersmith and Fulham,51.4927,-0.2339,Flying Tiger,51.49268036399334,-0.2284072634195842,Gift Shop,shops
629,Hammersmith and Fulham,51.4927,-0.2339,Coffee Station,51.492498,-0.232754,Coffee Shop,food
630,Hammersmith and Fulham,51.4927,-0.2339,W6 Garden Centre,51.49417132746999,-0.23813188076019284,Garden Center,parks_outdoors
631,Hammersmith and Fulham,51.4927,-0.2339,Primark,51.49267671749433,-0.22897079586982727,Clothing Store,shops
632,Hammersmith and Fulham,51.4927,-0.2339,Blue Anchor,51.48958213460375,-0.2308604121208191,Pub,nightlife
633,Hammersmith and Fulham,51.4927,-0.2339,Flynn's Pub and Kitchen,51.49503719468426,-0.2346382874881753,Pub,nightlife
634,Hammersmith and Fulham,51.4927,-0.2339,The Lowiczanka Polish Centre Restaurant,51.493355288773394,-0.2378110335149784,Polish Restaurant,food
635,Hammersmith and Fulham,51.4927,-0.2339,Andover Arms,51.496909162974625,-0.2326315231957049,Pub,nightlife
636,Hammersmith and Fulham,51.4927,-0.2339,Drink Me Eat Me,51.49355511990856,-0.23982703685760498,Café,food
637,Hammersmith and Fulham,51.4927,-0.2339,Divina caffe,51.49342116939775,-0.2402299655071519,Italian Restaurant,food
638,Hammersmith and Fulham,51.4927,-0.2339,Lumi Power Yoga,51.49247937205512,-0.23011525241261035,Yoga Studio,shops
639,Hammersmith and Fulham,51.4927,-0.2339,Nando's,51.492526418807465,-0.23077726364135742,Portuguese Restaurant,food
640,Hammersmith and Fulham,51.4927,-0.2339,Stonemasons Arms,51.494388650473994,-0.2301270527248107,Pub,nightlife
641,Hammersmith and Fulham,51.4927,-0.2339,Casa Mia Ristorante Italiano,51.49301980191706,-0.23483767763345714,Italian Restaurant,food
642,Hammersmith and Fulham,51.4927,-0.2339,Café Cino,51.493257982655415,-0.2368855170934274,Café,food
643,Hammersmith and Fulham,51.4927,-0.2339,POSK Polish Club,51.493311952620296,-0.23755590248873515,Jazz Club,arts_entertainment
644,Hammersmith and Fulham,51.4927,-0.2339,St Peter's Square,51.49345175575031,-0.24021568938468235,Plaza,parks_outdoors
645,Hammersmith and Fulham,51.4927,-0.2339,Potli,51.493538122402256,-0.24084722884343812,Indian Restaurant,food
646,Hammersmith and Fulham,51.4927,-0.2339,L'amorosa,51.49352736840353,-0.24002308085322355,Italian Restaurant,food
647,Hammersmith and Fulham,51.4927,-0.2339,Steam Restaurant,51.49271009910039,-0.23309164723365164,Chinese Restaurant,food
648,Hammersmith and Fulham,51.4927,-0.2339,Sagar Vegetarian,51.49260001488867,-0.2321515697334005,Indian Restaurant,food
649,Hammersmith and Fulham,51.4927,-0.2339,Saigon Saigon,51.49354309830016,-0.24065125679238716,Vietnamese Restaurant,food
650,Hammersmith and Fulham,51.4927,-0.2339,Aviva Holiday Studios,51.494530277559,-0.2284419586249542,Boarding House,travel
651,Hammersmith and Fulham,51.4927,-0.2339,Wasabi,51.49273139656879,-0.22759825302484435,Sushi Restaurant,food
652,Hammersmith and Fulham,51.4927,-0.2339,The Hampshire Hog,51.49280686171913,-0.23549502558903868,Gastropub,food
653,Hammersmith and Fulham,51.4927,-0.2339,LUMA Concept Hotel Hammersmith London,51.494438024919425,-0.2276917090002842,Hotel,travel
654,Hammersmith and Fulham,51.4927,-0.2339,The Hammersmith Ram,51.49241367832732,-0.22824892159744922,Pub,nightlife
655,Hammersmith and Fulham,51.4927,-0.2339,Boots,51.492823791611116,-0.22702303184837033,Pharmacy,shops
656,Hammersmith and Fulham,51.4927,-0.2339,Shilpa Restaurant,51.49302796785086,-0.23591142855366348,Indian Restaurant,food
657,Hammersmith and Fulham,51.4927,-0.2339,Thai Smile Supermarket,51.49351528812158,-0.24021343730893002,Grocery Store,shops
658,Hammersmith and Fulham,51.4927,-0.2339,The Rutland Arms,51.48964106108684,-0.23116537866887762,Pub,nightlife
659,Hammersmith and Fulham,51.4927,-0.2339,Subway,51.492610931072356,-0.2315756317111074,Sandwich Place,food
660,Hammersmith and Fulham,51.4927,-0.2339,The Carpenters Arms,51.493510415218296,-0.24019607605602003,Gastropub,food
661,Hammersmith and Fulham,51.4927,-0.2339,Bombay Chow,51.4931009370005,-0.23646777399955,Indian Chinese Restaurant,food
662,Hammersmith and Fulham,51.4927,-0.2339,Hands in Pasta,51.49257219903119,-0.23253851832541236,Italian Restaurant,food
663,Hammersmith and Fulham,51.4927,-0.2339,Game,51.49328952773925,-0.22813795522234825,Video Game Store,shops
664,Hammersmith and Fulham,51.4927,-0.2339,TK Maxx,51.49257,-0.22732794,Clothing Store,shops
665,Hammersmith and Fulham,51.4927,-0.2339,Bäkehaus,51.49263565402312,-0.2280597647839406,German Restaurant,food
666,Hammersmith and Fulham,51.4927,-0.2339,The Salutation,51.492791911992676,-0.23327334408161196,Pub,nightlife
667,Hammersmith and Fulham,51.4927,-0.2339,Origin Cofee – the Aircraft Factory,51.49571,-0.230657,Coffee Shop,food
668,Hammersmith and Fulham,51.4927,-0.2339,Thatched House,51.49650410446598,-0.23480738952283223,Gastropub,food
669,Hammersmith and Fulham,51.4927,-0.2339,Pizza Hut,51.49263151000441,-0.2303041930304736,Pizza Place,food
670,Hammersmith and Fulham,51.4927,-0.2339,The Dartmouth Castle,51.49445516806217,-0.2274378109661953,Pub,nightlife
671,Hammersmith and Fulham,51.4927,-0.2339,Greggs,51.492608525901076,-0.23068772143115962,Bakery,food
672,Hammersmith and Fulham,51.4927,-0.2339,Argos,51.492612955039704,-0.2308326148702101,Warehouse Store,shops
673,Hammersmith and Fulham,51.4927,-0.2339,Patisserie Valerie,51.49284656747389,-0.22698378818528156,Café,food
674,Hammersmith and Fulham,51.4927,-0.2339,The Plough & Harrow (Wetherspoon),51.4927116183529,-0.23152848075751542,Pub,nightlife
675,Hammersmith and Fulham,51.4927,-0.2339,Pho District,51.493137,-0.23619466,Vietnamese Restaurant,food
676,Hammersmith and Fulham,51.4927,-0.2339,Costa Coffee,51.49281758745825,-0.22669415825844047,Coffee Shop,food
677,Hammersmith and Fulham,51.4927,-0.2339,Adria Hotel,51.49449722298764,-0.22867519551912377,Hotel,travel
678,Hammersmith and Fulham,51.4927,-0.2339,BP,51.49153762,-0.23871918,Gas Station,shops
679,Hammersmith and Fulham,51.4927,-0.2339,Iceland,51.49255789612499,-0.22999738020992985,Grocery Store,shops
680,Hammersmith and Fulham,51.4927,-0.2339,Old City Arms,51.48939266683454,-0.22920476928737155,Pub,nightlife
681,Hammersmith and Fulham,51.4927,-0.2339,KFC,51.49265773430352,-0.22972475818585775,Fast Food Restaurant,food
682,Hammersmith and Fulham,51.4927,-0.2339,Rafaello,51.49339604938011,-0.23799512564894199,Café,food
683,Hammersmith and Fulham,51.4927,-0.2339,High Road Auctions,51.493507876967136,-0.24020227550211765,Antique Shop,shops
684,Hammersmith and Fulham,51.4927,-0.2339,Sanbao Chinese Kitchen,51.49296672863217,-0.2352971512597146,Chinese Restaurant,food
685,Hammersmith and Fulham,51.4927,-0.2339,Holiday Inn Express London - Hammersmith,51.49314459513389,-0.23151064703379684,Hotel,travel
686,Hammersmith and Fulham,51.4927,-0.2339,"Ravenscourt Park, Bus Stop D",51.493977373100506,-0.23598975607878,Bus Stop,travel
687,Hammersmith and Fulham,51.4927,-0.2339,Ravenscourt Park Bus Stop F,51.494086083844884,-0.23586958652935913,Bus Stop,travel
688,Hammersmith and Fulham,51.4927,-0.2339,WP Fish X Chips,51.49352645480047,-0.23944187618408494,English Restaurant,food
689,Hammersmith and Fulham,51.4927,-0.2339,Savers,51.492592674354746,-0.23032878331917336,Cosmetics Shop,shops
690,Hammersmith and Fulham,51.4927,-0.2339,Mays Cafe,51.494483032378824,-0.23176070919001363,Thai Restaurant,food
691,Hammersmith and Fulham,51.4927,-0.2339,Best Western Plus Seraphine Hammersmith Hotel,51.492662021639475,-0.22964563967434515,Hotel,travel
692,Hammersmith and Fulham,51.4927,-0.2339,W6 Garden Centre Cafe,51.494217,-0.23755822,Café,food
693,Hammersmith and Fulham,51.4927,-0.2339,Cafe Gingko,51.49417339129986,-0.2377739508603287,Coffee Shop,food
694,Hammersmith and Fulham,51.4927,-0.2339,What The Fish,51.493488015507985,-0.23918874738582938,Fish & Chips Shop,food
695,Hammersmith and Fulham,51.4927,-0.2339,The Butchers Hook,51.49649423763226,-0.23493115841478487,Pub,nightlife
696,Hammersmith and Fulham,51.4927,-0.2339,SO Sienna,51.49446111246319,-0.22821448631633562,Hotel,travel
697,Hammersmith and Fulham,51.4927,-0.2339,Westcroft Square,51.49351546399924,-0.24019336837470273,Plaza,parks_outdoors
698,Hammersmith and Fulham,51.4927,-0.2339,Anarkali,51.493491095495635,-0.24026845892012064,Indian Restaurant,food
699,Haringey,51.6,-0.1119,The Prince,51.60111141987152,-0.11614279557546711,Bar,nightlife
700,Haringey,51.6,-0.1119,Paramount,51.59804552104334,-0.11062255323532641,Indian Restaurant,food
701,Haringey,51.6,-0.1119,Fatisa,51.603203449267326,-0.11196553973941793,Italian Restaurant,food
702,Haringey,51.6,-0.1119,Green Rooms Bar,51.597033,-0.110585,Hotel Bar,travel
703,Haringey,51.6,-0.1119,Nando's,51.596894,-0.108641,Portuguese Restaurant,food
704,Haringey,51.6,-0.1119,Crystal Restaurant,51.59620446136296,-0.10910048837218085,Mediterranean Restaurant,food
705,Haringey,51.6,-0.1119,The Gym,51.59733198375617,-0.10803587749917251,Gym / Fitness Center,building
706,Haringey,51.6,-0.1119,Woodside Park,51.60400410883624,-0.11148300021886826,Park,parks_outdoors
707,Haringey,51.6,-0.1119,KFC,51.597760922896306,-0.1105070114135742,Fast Food Restaurant,food
708,Haringey,51.6,-0.1119,Kebap Delight,51.59727412291253,-0.1100359352056433,Fast Food Restaurant,food
709,Haringey,51.6,-0.1119,Spouter's Corner (Wetherspoon),51.59663541307005,-0.1091361872131581,Pub,nightlife
710,Haringey,51.6,-0.1119,Coffee Break,51.59691370429105,-0.11197937228349464,Café,food
711,Haringey,51.6,-0.1119,Sainsbury's Local,51.59688558605804,-0.10943326509823575,Grocery Store,shops
712,Haringey,51.6,-0.1119,Vue,51.5970425435022,-0.10935430036525733,Movie Theater,arts_entertainment
713,Haringey,51.6,-0.1119,Greggs,51.59604290324692,-0.10904158885779844,Bakery,food
714,Haringey,51.6,-0.1119,Morrisons Wood Green,51.596406274079285,-0.11037995353295135,Supermarket,shops
715,Haringey,51.6,-0.1119,McDonald's,51.59689863729337,-0.109453465286303,Fast Food Restaurant,food
716,Haringey,51.6,-0.1119,Akdeniz Gida Pazari,51.596733195587525,-0.11271248705682965,Convenience Store,shops
717,Harrow,51.5898,-0.3346,Shree Krishna Vada Pav (SKVP),51.5873313143648,-0.3322112605157876,Indian Restaurant,food
718,Harrow,51.5898,-0.3346,Costa Coffee,51.58590203077939,-0.33399621226379483,Coffee Shop,food
719,Harrow,51.5898,-0.3346,Sainsbury's Local,51.59342508,-0.33490794,Convenience Store,shops
720,Harrow,51.5898,-0.3346,Tesco,51.5863702,-0.3336641,Supermarket,shops
721,Harrow,51.5898,-0.3346,Cooper Thai,51.592627,-0.333901,Thai Restaurant,food
722,Harrow,51.5898,-0.3346,Sam's Chicken,51.59352433661271,-0.33516451291556315,Fast Food Restaurant,food
723,Havering,51.5812,0.1837,Premiere Cinema,51.579411337301266,0.18565672644446166,Multiplex,arts_entertainment
724,Havering,51.5812,0.1837,Debenhams,51.579097345896464,0.18272017470028412,Department Store,shops
725,Havering,51.5812,0.1837,The Bull,51.57952051276072,0.18287109557333414,Pub,nightlife
726,Havering,51.5812,0.1837,Marks & Spencer,51.577580798421614,0.1823273254457017,Clothing Store,shops
727,Havering,51.5812,0.1837,Romford Shopping Hall,51.57981648777527,0.18234729766845703,Shopping Mall,shops
728,Havering,51.5812,0.1837,Teapot Cafe,51.579782,0.182306,Café,food
729,Havering,51.5812,0.1837,Home Bargains,51.5788197,0.1802952,Discount Store,shops
730,Havering,51.5812,0.1837,Waterstones,51.57752295146222,0.18303038574265112,Bookstore,shops
731,Havering,51.5812,0.1837,H&M,51.5786862,0.1847584,Clothing Store,shops
732,Havering,51.5812,0.1837,The Mercury Mall,51.57945321053034,0.1855456604995918,Shopping Mall,shops
733,Havering,51.5812,0.1837,Costa Coffee,51.579747,0.182072,Coffee Shop,food
734,Havering,51.5812,0.1837,McDonald's,51.57940979512343,0.1853771656966463,Fast Food Restaurant,food
735,Havering,51.5812,0.1837,The Liberty,51.578072716981296,0.18319641467620418,Shopping Mall,shops
736,Havering,51.5812,0.1837,Asda,51.57928,0.18514,Supermarket,shops
737,Havering,51.5812,0.1837,Wilko,51.578662,0.1858596,Furniture / Home Store,shops
738,Havering,51.5812,0.1837,Topshop,51.57840018947578,0.18116281216055652,Women's Store,shops
739,Havering,51.5812,0.1837,Romford Market,51.57896003112218,0.18034660538201328,Plaza,parks_outdoors
740,Havering,51.5812,0.1837,Golden Lion,51.578376254604535,0.18030901504829744,Bar,nightlife
741,Havering,51.5812,0.1837,Greggs,51.57846970266959,0.18158555030822754,Bakery,food
742,Havering,51.5812,0.1837,Starbucks,51.577947,0.182874,Coffee Shop,food
743,Havering,51.5812,0.1837,BB's Bakers + Baristas,51.57940815357753,0.18563381720906616,Coffee Shop,food
744,Havering,51.5812,0.1837,Boots,51.577127,0.182998,Pharmacy,shops
745,Havering,51.5812,0.1837,Next,51.57849849,0.18450259,Clothing Store,shops
746,Havering,51.5812,0.1837,Burger King,51.577084319148504,0.18138023772633005,Fast Food Restaurant,food
747,Havering,51.5812,0.1837,Premier Inn Romford Central,51.5775533,0.1867607,Hotel,travel
748,Havering,51.5812,0.1837,Subway,51.579498,0.185526,Sandwich Place,food
749,Havering,51.5812,0.1837,Cafe Bueno,51.578343672899194,0.18014344769083177,Café,food
750,Havering,51.5812,0.1837,Argos,51.579603,0.182668,Warehouse Store,shops
751,Havering,51.5812,0.1837,Primark,51.577703843691616,0.18162628212019172,Clothing Store,shops
752,Havering,51.5812,0.1837,hmv,51.57746532814951,0.1828063091926424,Music Store,shops
753,Havering,51.5812,0.1837,Tesco Express,51.58218659928835,0.18707066774368286,Grocery Store,shops
754,Havering,51.5812,0.1837,Greggs,51.57693429306766,0.18189248633853336,Bakery,food
755,Havering,51.5812,0.1837,Costa Coffee,51.57729628235171,0.18334995220445757,Coffee Shop,food
756,Havering,51.5812,0.1837,Cafe Fino,51.57984053406012,0.18303073027337396,Café,food
757,Havering,51.5812,0.1837,TfL Bus Stop - Romford Market - G (50889),51.580538,0.182905,Bus Stop,travel
758,Havering,51.5812,0.1837,WHSmith,51.57785200116469,0.18345154232792993,Bookstore,shops
759,Havering,51.5812,0.1837,Liberty Bell (Beefeater),51.577878487755726,0.18612966342500153,Pub,nightlife
760,Havering,51.5812,0.1837,Cafe Chateau,51.578920526147215,0.17985508445006929,Café,food
761,Havering,51.5812,0.1837,Sports Direct,51.576985450654554,0.18343417300382903,Sporting Goods Shop,shops
762,Havering,51.5812,0.1837,Harefield Manor,51.583203275903976,0.1900935173034668,Hotel,travel
763,Hillingdon,51.5441,-0.476,Nando's,51.54485377899289,-0.47653393127537735,Portuguese Restaurant,food
764,Hillingdon,51.5441,-0.476,Nabrasa,51.5469053551733,-0.47854726171986567,Brazilian Restaurant,food
765,Hillingdon,51.5441,-0.476,wagamama,51.54495013579234,-0.4768548509914288,Asian Restaurant,food
766,Hillingdon,51.5441,-0.476,Coffee Break,51.545263203860536,-0.4774325657724995,Coffee Shop,food
767,Hillingdon,51.5441,-0.476,Starbucks,51.545742,-0.478584,Coffee Shop,food
768,Hillingdon,51.5441,-0.476,Disney Store,51.54572154746088,-0.4772199027731731,Toy / Game Store,shops
769,Hillingdon,51.5441,-0.476,Virgin Active,51.54478239644773,-0.4783279660201806,Gym / Fitness Center,building
770,Hillingdon,51.5441,-0.476,Pret A Manger,51.54613020999364,-0.4790993771317845,Sandwich Place,food
771,Hillingdon,51.5441,-0.476,Odeon,51.5450969,-0.4757582,Multiplex,arts_entertainment
772,Hillingdon,51.5441,-0.476,Bella Italia,51.54512933193958,-0.4769562711639992,Italian Restaurant,food
773,Hillingdon,51.5441,-0.476,Caffè Nero,51.5453728589683,-0.4778289933977688,Coffee Shop,food
774,Hillingdon,51.5441,-0.476,Five Guys,51.54639244994654,-0.47927164473367156,Burger Joint,food
775,Hillingdon,51.5441,-0.476,Debenhams,51.54519333951645,-0.47599219067709,Department Store,shops
776,Hillingdon,51.5441,-0.476,H&M,51.5456185,-0.476025,Clothing Store,shops
777,Hillingdon,51.5441,-0.476,Costa Coffee,51.54654131856394,-0.47991182909923236,Coffee Shop,food
778,Hillingdon,51.5441,-0.476,Harris + Hoole,51.54615168152126,-0.4793525112889039,Coffee Shop,food
779,Hillingdon,51.5441,-0.476,The Queens Head,51.54586751308795,-0.4798830270233304,Pub,nightlife
780,Hillingdon,51.5441,-0.476,hmv,51.545703103628156,-0.4764340490911536,Music Store,shops
781,Hillingdon,51.5441,-0.476,Peri-Peri Cottage,51.543798548175126,-0.4737640618627589,Fast Food Restaurant,food
782,Hillingdon,51.5441,-0.476,Lidl,51.54560848,-0.47672101,Supermarket,shops
783,Hillingdon,51.5441,-0.476,Topshop,51.545556648279955,-0.4766308031679558,Women's Store,shops
784,Hillingdon,51.5441,-0.476,PizzaExpress,51.54505,-0.4748082,Pizza Place,food
